HD spec 1 wave,HD spec 1 intensity,HD spec 2 wave,HD spec 2 intensity,HD spec 3 wave,HD spec 3 intensity,Links 
713.071,12.5,713.071,6.28,713.071,14.06,
713.29,8.5,713.29,9.28,713.29,10.06,
713.508,8.5,713.508,8.28,713.508,10.06,
713.726,12.5,713.726,11.28,713.726,11.06,
713.944,9.5,713.944,9.28,713.944,12.06,
714.162,7.5,714.162,11.28,714.162,10.06,
714.38,9.5,714.38,6.28,714.38,16.06,
714.598,16.5,714.598,13.28,714.598,15.06,
714.816,10.5,714.816,2.28,714.816,12.06,
715.034,10.5,715.034,8.28,715.034,12.06,
715.253,12.5,715.253,4.28,715.253,8.06,
715.471,5.5,715.471,1.28,715.471,10.06,
715.689,6.5,715.689,8.28,715.689,10.06,
715.907,8.5,715.907,8.28,715.907,15.06,
716.125,10.5,716.125,5.28,716.125,12.06,
716.343,8.5,716.343,7.28,716.343,13.06,
716.561,11.5,716.561,9.28,716.561,13.06,
716.779,11.5,716.779,7.28,716.779,13.06,
716.997,8.5,716.997,6.28,716.997,10.06,
717.215,9.5,717.215,5.28,717.215,14.06,
717.433,14.5,717.433,12.28,717.433,19.06,
717.651,10.5,717.651,7.28,717.651,14.06,
717.869,9.5,717.869,8.28,717.869,9.06,
718.087,10.5,718.087,5.28,718.087,10.06,
718.305,14.5,718.305,14.28,718.305,14.06,
718.522,5.5,718.522,6.28,718.522,12.06,
718.74,10.5,718.74,10.28,718.74,8.06,
718.958,10.5,718.958,8.28,718.958,13.06,
719.176,12.5,719.176,1.28,719.176,8.06,
719.394,6.5,719.394,9.28,719.394,4.06,
719.612,10.5,719.612,10.28,719.612,13.06,
719.83,8.5,719.83,9.28,719.83,10.06,
720.048,7.5,720.048,7.28,720.048,11.06,
720.266,16.5,720.266,13.28,720.266,15.06,
720.483,8.5,720.483,5.28,720.483,8.06,
720.701,4.5,720.701,9.28,720.701,7.06,
720.919,8.5,720.919,7.28,720.919,10.06,
721.137,8.5,721.137,7.28,721.137,13.06,
721.355,13.5,721.355,13.28,721.355,19.06,
721.572,10.5,721.572,6.28,721.572,10.06,
721.79,10.5,721.79,12.28,721.79,10.06,
722.008,11.5,722.008,10.28,722.008,12.06,
722.226,11.5,722.226,8.28,722.226,8.06,
722.444,8.5,722.444,8.28,722.444,11.06,
722.661,7.5,722.661,5.28,722.661,17.06,
722.879,9.5,722.879,10.28,722.879,13.06,
723.097,8.5,723.097,5.28,723.097,8.06,
723.314,10.5,723.314,5.28,723.314,10.06,
723.532,6.5,723.532,4.28,723.532,8.06,
723.75,9.5,723.75,8.28,723.75,8.06,
723.968,8.5,723.968,7.28,723.968,6.06,
724.185,7.5,724.185,11.28,724.185,11.06,
724.403,8.5,724.403,7.28,724.403,11.06,
724.621,10.5,724.621,10.28,724.621,13.06,
724.838,13.5,724.838,8.28,724.838,12.06,
725.056,10.5,725.056,7.28,725.056,10.06,
725.273,4.5,725.273,6.28,725.273,8.06,
725.491,6.5,725.491,3.28,725.491,8.06,
725.709,5.5,725.709,7.28,725.709,10.06,
725.926,11.5,725.926,9.28,725.926,8.06,
726.144,9.5,726.144,6.28,726.144,15.06,
726.361,8.5,726.361,10.28,726.361,9.06,
726.579,17.5,726.579,17.28,726.579,24.06,
726.797,8.5,726.797,10.28,726.797,13.06,
727.014,7.5,727.014,13.28,727.014,11.06,
727.232,6.5,727.232,9.28,727.232,7.06,
727.449,7.5,727.449,10.28,727.449,12.06,
727.667,8.5,727.667,9.28,727.667,13.06,
727.884,11.5,727.884,3.28,727.884,16.06,
728.102,4.5,728.102,10.28,728.102,10.06,
728.319,5.5,728.319,9.28,728.319,10.06,
728.537,8.5,728.537,7.28,728.537,14.06,
728.754,9.5,728.754,7.28,728.754,10.06,
728.972,8.5,728.972,7.28,728.972,12.06,
729.189,11.5,729.189,10.28,729.189,13.06,
729.407,6.5,729.407,3.28,729.407,13.06,
729.624,12.5,729.624,11.28,729.624,13.06,
729.841,10.5,729.841,7.28,729.841,12.06,
730.059,9.5,730.059,11.28,730.059,12.06,
730.276,6.5,730.276,7.28,730.276,16.06,
730.494,12.5,730.494,7.28,730.494,8.06,
730.711,11.5,730.711,5.28,730.711,14.06,
730.928,10.5,730.928,7.28,730.928,11.06,
731.146,8.5,731.146,6.28,731.146,10.06,
731.363,10.5,731.363,7.28,731.363,9.06,
731.581,9.5,731.581,4.28,731.581,10.06,
731.798,10.5,731.798,9.28,731.798,13.06,
732.015,8.5,732.015,7.28,732.015,9.06,
732.233,9.5,732.233,10.28,732.233,7.06,
732.45,8.5,732.45,8.28,732.45,15.06,
732.667,6.5,732.667,6.28,732.667,6.06,
732.884,7.5,732.884,10.28,732.884,14.06,
733.102,8.5,733.102,13.28,733.102,5.06,
733.319,12.5,733.319,9.28,733.319,12.06,
733.536,16.5,733.536,17.28,733.536,17.06,
733.753,12.5,733.753,13.28,733.753,20.06,
733.971,13.5,733.971,14.28,733.971,13.06,
734.188,8.5,734.188,9.28,734.188,18.06,
734.405,10.5,734.405,7.28,734.405,16.06,
734.622,12.5,734.622,7.28,734.622,16.06,
734.84,5.5,734.84,3.28,734.84,13.06,
735.057,6.5,735.057,10.28,735.057,15.06,
735.274,10.5,735.274,7.28,735.274,10.06,
735.491,10.5,735.491,6.28,735.491,12.06,
735.708,9.5,735.708,8.28,735.708,9.06,
735.925,7.5,735.925,9.28,735.925,9.06,
736.143,6.5,736.143,11.28,736.143,12.06,
736.36,14.5,736.36,7.28,736.36,9.06,
736.577,13.5,736.577,7.28,736.577,12.06,
736.794,8.5,736.794,7.28,736.794,16.06,
737.011,9.5,737.011,4.28,737.011,8.06,
737.228,7.5,737.228,7.28,737.228,12.06,
737.445,12.5,737.445,15.28,737.445,12.06,
737.662,10.5,737.662,11.28,737.662,13.06,
737.879,9.5,737.879,9.28,737.879,11.06,
738.096,8.5,738.096,9.28,738.096,11.06,
738.313,9.5,738.313,12.28,738.313,10.06,
738.531,8.5,738.531,8.28,738.531,8.06,
738.748,12.5,738.748,7.28,738.748,9.06,
738.965,12.5,738.965,5.28,738.965,13.06,
739.182,6.5,739.182,8.28,739.182,10.06,
739.399,8.5,739.399,7.28,739.399,8.06,
739.616,10.5,739.616,8.28,739.616,11.06,
739.833,6.5,739.833,7.28,739.833,9.06,
740.049,9.5,740.049,4.28,740.049,11.06,
740.266,8.5,740.266,9.28,740.266,9.06,
740.483,12.5,740.483,8.28,740.483,15.06,
740.7,9.5,740.7,4.28,740.7,10.06,
740.917,8.5,740.917,3.28,740.917,9.06,
741.134,10.5,741.134,5.28,741.134,8.06,
741.351,9.5,741.351,7.28,741.351,10.06,
741.568,8.5,741.568,9.28,741.568,10.06,
741.785,7.5,741.785,9.28,741.785,9.06,
742.002,8.5,742.002,13.28,742.002,14.06,
742.219,8.5,742.219,6.28,742.219,12.06,
742.435,6.5,742.435,5.28,742.435,10.06,
742.652,6.5,742.652,9.28,742.652,8.06,
742.869,7.5,742.869,8.28,742.869,14.06,
743.086,11.5,743.086,10.28,743.086,13.06,
743.303,7.5,743.303,9.28,743.303,10.06,
743.52,4.5,743.52,9.28,743.52,10.06,
743.736,6.5,743.736,7.28,743.736,8.06,
743.953,9.5,743.953,7.28,743.953,14.06,
744.17,12.5,744.17,8.28,744.17,10.06,
744.387,11.5,744.387,14.28,744.387,8.06,
744.603,8.5,744.603,10.28,744.603,11.06,
744.82,10.5,744.82,5.28,744.82,14.06,
745.037,10.5,745.037,4.28,745.037,15.06,
745.254,10.5,745.254,7.28,745.254,10.06,
745.47,12.5,745.47,7.28,745.47,13.06,
745.687,8.5,745.687,8.28,745.687,14.06,
745.904,11.5,745.904,8.28,745.904,13.06,
746.12,8.5,746.12,5.28,746.12,8.06,
746.337,9.5,746.337,2.28,746.337,10.06,
746.554,10.5,746.554,8.28,746.554,16.06,
746.77,8.5,746.77,8.28,746.77,10.06,
746.987,8.5,746.987,5.28,746.987,11.06,
747.204,12.5,747.204,7.28,747.204,11.06,
747.42,10.5,747.42,10.28,747.42,8.06,
747.637,7.5,747.637,6.28,747.637,8.06,
747.854,11.5,747.854,11.28,747.854,12.06,
748.07,8.5,748.07,5.28,748.07,14.06,
748.287,9.5,748.287,7.28,748.287,10.06,
748.503,9.5,748.503,9.28,748.503,8.06,
748.72,3.5,748.72,11.28,748.72,7.06,
748.936,8.5,748.936,7.28,748.936,12.06,
749.153,6.5,749.153,8.28,749.153,10.06,
749.369,8.5,749.369,10.28,749.369,14.06,
749.586,9.5,749.586,11.28,749.586,11.06,
749.803,10.5,749.803,10.28,749.803,7.06,
750.019,6.5,750.019,5.28,750.019,9.06,
750.235,6.5,750.235,7.28,750.235,10.06,
750.452,10.5,750.452,9.28,750.452,13.06,
750.668,7.5,750.668,7.28,750.668,10.06,
750.885,10.5,750.885,9.28,750.885,10.06,
751.101,15.5,751.101,7.28,751.101,11.06,
751.318,6.5,751.318,6.28,751.318,7.06,
751.534,6.5,751.534,3.28,751.534,10.06,
751.751,6.5,751.751,7.28,751.751,12.06,
751.967,10.5,751.967,6.28,751.967,12.06,
752.183,4.5,752.183,7.28,752.183,9.06,
752.4,8.5,752.4,10.28,752.4,15.06,
752.616,10.5,752.616,3.28,752.616,10.06,
752.833,8.5,752.833,7.28,752.833,12.06,
753.049,9.5,753.049,7.28,753.049,14.06,
753.265,5.5,753.265,1.28,753.265,13.06,
753.482,10.5,753.482,5.28,753.482,10.06,
753.698,10.5,753.698,7.28,753.698,13.06,
753.914,6.5,753.914,10.28,753.914,8.06,
754.131,4.5,754.131,12.28,754.131,10.06,
754.347,9.5,754.347,12.28,754.347,12.06,
754.563,11.5,754.563,16.28,754.563,15.06,
754.779,7.5,754.779,11.28,754.779,14.06,
754.996,12.5,754.996,7.28,754.996,14.06,
755.212,11.5,755.212,6.28,755.212,8.06,
755.428,11.5,755.428,5.28,755.428,13.06,
755.644,7.5,755.644,6.28,755.644,11.06,
755.861,12.5,755.861,8.28,755.861,11.06,
756.077,6.5,756.077,5.28,756.077,4.06,
756.293,6.5,756.293,13.28,756.293,15.06,
756.509,12.5,756.509,12.28,756.509,13.06,
756.726,8.5,756.726,9.28,756.726,13.06,
756.942,6.5,756.942,11.28,756.942,11.06,
757.158,8.5,757.158,9.28,757.158,12.06,
757.374,10.5,757.374,6.28,757.374,11.06,
757.59,9.5,757.59,3.28,757.59,11.06,
757.806,10.5,757.806,3.28,757.806,17.06,
758.022,8.5,758.022,6.28,758.022,12.06,
758.239,12.5,758.239,12.28,758.239,16.06,
758.455,8.5,758.455,10.28,758.455,8.06,
758.671,14.5,758.671,7.28,758.671,5.06,
758.887,7.5,758.887,8.28,758.887,7.06,
759.103,11.5,759.103,7.28,759.103,7.06,
759.319,7.5,759.319,5.28,759.319,10.06,
759.535,8.5,759.535,8.28,759.535,10.06,
759.751,9.5,759.751,6.28,759.751,14.06,
759.967,14.5,759.967,6.28,759.967,13.06,
760.183,10.5,760.183,6.28,760.183,10.06,
760.399,9.5,760.399,7.28,760.399,8.06,
760.615,7.5,760.615,3.28,760.615,4.06,
760.831,6.5,760.831,8.28,760.831,11.06,
761.047,8.5,761.047,8.28,761.047,13.06,
761.263,6.5,761.263,9.28,761.263,15.06,
761.479,7.5,761.479,3.28,761.479,9.06,
761.695,9.5,761.695,6.28,761.695,15.06,
761.911,8.5,761.911,3.28,761.911,10.06,
762.127,12.5,762.127,5.28,762.127,12.06,
762.343,6.5,762.343,9.28,762.343,8.06,
762.559,8.5,762.559,3.28,762.559,10.06,
762.774,6.5,762.774,9.28,762.774,10.06,
762.99,6.5,762.99,6.28,762.99,8.06,
763.206,4.5,763.206,11.28,763.206,16.06,
763.422,3.5,763.422,6.28,763.422,16.06,
763.638,9.5,763.638,7.28,763.638,10.06,
763.854,9.5,763.854,9.28,763.854,12.06,
764.07,6.5,764.07,5.28,764.07,11.06,
764.285,11.5,764.285,5.28,764.285,15.06,
764.501,7.5,764.501,4.28,764.501,12.06,
764.717,8.5,764.717,4.28,764.717,12.06,
764.933,7.5,764.933,7.28,764.933,12.06,
765.149,6.5,765.149,4.28,765.149,6.06,
765.364,7.5,765.364,2.28,765.364,7.06,
765.58,9.5,765.58,4.28,765.58,7.06,
765.796,9.5,765.796,5.28,765.796,12.06,
766.012,8.5,766.012,8.28,766.012,11.06,
766.227,8.5,766.227,6.28,766.227,12.06,
766.443,9.5,766.443,5.28,766.443,11.06,
766.659,10.5,766.659,7.28,766.659,11.06,
766.875,13.5,766.875,8.28,766.875,10.06,
767.09,14.5,767.09,13.28,767.09,17.06,
767.306,8.5,767.306,5.28,767.306,10.06,
767.522,11.5,767.522,4.28,767.522,13.06,
767.737,9.5,767.737,7.28,767.737,10.06,
767.953,6.5,767.953,7.28,767.953,8.06,
768.168,13.5,768.168,9.28,768.168,12.06,
768.384,9.5,768.384,9.28,768.384,12.06,
768.6,8.5,768.6,6.28,768.6,10.06,
768.815,9.5,768.815,7.28,768.815,10.06,
769.031,6.5,769.031,8.28,769.031,14.06,
769.247,6.5,769.247,9.28,769.247,10.06,
769.462,8.5,769.462,7.28,769.462,9.06,
769.678,6.5,769.678,5.28,769.678,12.06,
769.893,5.5,769.893,3.28,769.893,10.06,
770.109,8.5,770.109,9.28,770.109,10.06,
770.324,9.5,770.324,8.28,770.324,13.06,
770.54,8.5,770.54,7.28,770.54,14.06,
770.755,6.5,770.755,5.28,770.755,11.06,
770.971,8.5,770.971,8.28,770.971,10.06,
771.186,7.5,771.186,7.28,771.186,11.06,
771.402,7.5,771.402,11.28,771.402,8.06,
771.617,5.5,771.617,4.28,771.617,5.06,
771.833,4.5,771.833,5.28,771.833,7.06,
772.048,6.5,772.048,10.28,772.048,6.06,
772.264,6.5,772.264,6.28,772.264,13.06,
772.479,6.5,772.479,7.28,772.479,10.06,
772.694,8.5,772.694,6.28,772.694,10.06,
772.91,8.5,772.91,9.28,772.91,7.06,
773.125,12.5,773.125,9.28,773.125,10.06,
773.341,10.5,773.341,11.28,773.341,12.06,
773.556,8.5,773.556,6.28,773.556,7.06,
773.771,10.5,773.771,9.28,773.771,11.06,
773.987,8.5,773.987,10.28,773.987,11.06,
774.202,11.5,774.202,9.28,774.202,12.06,
774.417,10.5,774.417,8.28,774.417,9.06,
774.633,6.5,774.633,7.28,774.633,10.06,
774.848,10.5,774.848,7.28,774.848,10.06,
775.063,10.5,775.063,9.28,775.063,11.06,
775.278,9.5,775.278,5.28,775.278,11.06,
775.494,10.5,775.494,11.28,775.494,8.06,
775.709,16.5,775.709,9.28,775.709,10.06,
775.924,8.5,775.924,7.28,775.924,9.06,
776.14,6.5,776.14,8.28,776.14,13.06,
776.355,4.5,776.355,5.28,776.355,12.06,
776.57,5.5,776.57,7.28,776.57,12.06,
776.785,9.5,776.785,8.28,776.785,8.06,
777,8.5,777,8.28,777,12.06,
777.216,11.5,777.216,7.28,777.216,8.06,
777.431,11.5,777.431,9.28,777.431,10.06,
777.646,9.5,777.646,11.28,777.646,8.06,
777.861,6.5,777.861,6.28,777.861,14.06,
778.076,14.5,778.076,11.28,778.076,6.06,
778.291,7.5,778.291,10.28,778.291,13.06,
778.506,7.5,778.506,6.28,778.506,12.06,
778.722,6.5,778.722,5.28,778.722,13.06,
778.937,6.5,778.937,8.28,778.937,10.06,
779.152,7.5,779.152,5.28,779.152,9.06,
779.367,6.5,779.367,9.28,779.367,7.06,
779.582,7.5,779.582,5.28,779.582,8.06,
779.797,8.5,779.797,11.28,779.797,8.06,
780.012,5.5,780.012,8.28,780.012,10.06,
780.227,8.5,780.227,8.28,780.227,13.06,
780.442,10.5,780.442,11.28,780.442,9.06,
780.657,6.5,780.657,11.28,780.657,15.06,
780.872,11.5,780.872,6.28,780.872,12.06,
781.087,7.5,781.087,5.28,781.087,10.06,
781.302,7.5,781.302,8.28,781.302,13.06,
781.517,7.5,781.517,11.28,781.517,13.06,
781.732,9.5,781.732,9.28,781.732,8.06,
781.947,6.5,781.947,9.28,781.947,12.06,
782.162,12.5,782.162,7.28,782.162,8.06,
782.377,10.5,782.377,7.28,782.377,11.06,
782.592,7.5,782.592,9.28,782.592,12.06,
782.807,6.5,782.807,10.28,782.807,10.06,
783.022,9.5,783.022,4.28,783.022,8.06,
783.237,10.5,783.237,7.28,783.237,15.06,
783.451,8.5,783.451,9.28,783.451,11.06,
783.666,12.5,783.666,11.28,783.666,16.06,
783.881,10.5,783.881,9.28,783.881,10.06,
784.096,5.5,784.096,12.28,784.096,12.06,
784.311,12.5,784.311,8.28,784.311,14.06,
784.526,12.5,784.526,8.28,784.526,14.06,
784.74,15.5,784.74,7.28,784.74,16.06,
784.955,11.5,784.955,11.28,784.955,16.06,
785.17,10.5,785.17,9.28,785.17,22.06,
785.385,12.5,785.385,10.28,785.385,18.06,
785.6,14.5,785.6,9.28,785.6,14.06,
785.814,12.5,785.814,13.28,785.814,16.06,
786.029,15.5,786.029,13.28,786.029,19.06,
786.244,12.5,786.244,18.28,786.244,17.06,
786.459,21.5,786.459,23.28,786.459,21.06,
786.673,27.5,786.673,26.28,786.673,34.06,
786.888,35.5,786.888,43.28,786.888,37.06,
787.103,262.5,787.103,115.28,787.103,70.06,
787.317,2407.5,787.317,2498.28,787.317,1335.06,
787.532,3175.5,787.532,3792.28,787.532,3821.06,
787.747,2437.5,787.747,3856.28,787.747,3929.06,
787.961,895.5,787.961,1610.28,787.961,3283.06,
788.176,282.5,788.176,478.28,788.176,731.06,
788.391,123.5,788.391,176.28,788.391,252.06,
788.605,62.5,788.605,86.28,788.605,111.06,
788.82,47.5,788.82,52.28,788.82,63.06,
789.034,33.5,789.034,37.28,789.034,49.06,
789.249,28.5,789.249,28.28,789.249,37.06,
789.464,21.5,789.464,21.28,789.464,27.06,
789.678,17.5,789.678,17.28,789.678,23.06,
789.893,11.5,789.893,14.28,789.893,19.06,
790.107,14.5,790.107,11.28,790.107,20.06,
790.322,14.5,790.322,14.28,790.322,21.06,
790.536,12.5,790.536,13.28,790.536,14.06,
790.751,9.5,790.751,11.28,790.751,11.06,
790.965,10.5,790.965,9.28,790.965,13.06,
791.18,8.5,791.18,13.28,791.18,16.06,
791.394,9.5,791.394,7.28,791.394,18.06,
791.609,14.5,791.609,12.28,791.609,13.06,
791.823,8.5,791.823,7.28,791.823,12.06,
792.038,6.5,792.038,8.28,792.038,12.06,
792.252,7.5,792.252,11.28,792.252,14.06,
792.466,5.5,792.466,5.28,792.466,16.06,
792.681,9.5,792.681,6.28,792.681,18.06,
792.895,8.5,792.895,7.28,792.895,10.06,
793.11,6.5,793.11,12.28,793.11,13.06,
793.324,8.5,793.324,6.28,793.324,14.06,
793.538,13.5,793.538,9.28,793.538,12.06,
793.753,7.5,793.753,4.28,793.753,10.06,
793.967,8.5,793.967,3.28,793.967,8.06,
794.181,12.5,794.181,9.28,794.181,11.06,
794.396,10.5,794.396,9.28,794.396,16.06,
794.61,9.5,794.61,7.28,794.61,13.06,
794.824,9.5,794.824,5.28,794.824,14.06,
795.039,11.5,795.039,9.28,795.039,14.06,
795.253,12.5,795.253,7.28,795.253,10.06,
795.467,3.5,795.467,7.28,795.467,11.06,
795.681,7.5,795.681,3.28,795.681,7.06,
795.896,11.5,795.896,10.28,795.896,8.06,
796.11,14.5,796.11,10.28,796.11,10.06,
796.324,8.5,796.324,9.28,796.324,15.06,
796.538,3.5,796.538,9.28,796.538,11.06,
796.753,53.5,796.753,57.28,796.753,58.06,
796.967,4.5,796.967,10.28,796.967,10.06,
797.181,10.5,797.181,7.28,797.181,11.06,
797.395,11.5,797.395,7.28,797.395,12.06,
797.609,11.5,797.609,8.28,797.609,11.06,
797.823,7.5,797.823,9.28,797.823,8.06,
798.037,8.5,798.037,10.28,798.037,7.06,
798.252,10.5,798.252,10.28,798.252,10.06,
798.466,10.5,798.466,6.28,798.466,10.06,
798.68,9.5,798.68,7.28,798.68,10.06,
798.894,7.5,798.894,6.28,798.894,10.06,
799.108,5.5,799.108,5.28,799.108,9.06,
799.322,9.5,799.322,8.28,799.322,9.06,
799.536,6.5,799.536,6.28,799.536,15.06,
799.75,3.5,799.75,4.28,799.75,9.06,
799.964,11.5,799.964,6.28,799.964,10.06,
800.178,10.5,800.178,9.28,800.178,14.06,
