HD spec 1 wave,HD spec 1 intensity,HD spec 2 wave,HD spec 2 intensity,HD spec 3 wave,HD spec 3 intensity,HD average intensity,,,goal: determine wavelengths of peaks,,,,,Links ,
657.689,6.08,657.689,10.77,657.689,5.92,7.59,,,,,,,,,
657.703,-8.92,657.703,-2.23,657.703,-6.08,-5.743333333,,,,,,,,,
657.717,8.08,657.717,13.77,657.717,5.92,9.256666667,,,,,,,,,
657.731,8.08,657.731,12.77,657.731,10.92,10.59,,,,,,,,,
657.745,12.08,657.745,4.77,657.745,22.92,13.25666667,,,,,,,,,
657.759,-0.92,657.759,-1.23,657.759,8.92,2.256666667,,,,,,,,,
657.773,-13.92,657.773,-5.23,657.773,-7.08,-8.743333333,,,,,,,,,
657.787,-3.92,657.787,-4.23,657.787,-1.08,-3.076666667,,,,,,,,,
657.802,-5.92,657.802,-1.23,657.802,-7.08,-4.743333333,,,,,,,,,
657.816,9.08,657.816,15.77,657.816,18.92,14.59,,,,,,,,,
657.83,4.08,657.83,19.77,657.83,22.92,15.59,,,,,,,,,
657.844,-4.92,657.844,14.77,657.844,-1.08,2.923333333,,,,,,,,,
657.858,20.08,657.858,22.77,657.858,6.92,16.59,,,,,,,,,
657.872,-8.92,657.872,12.77,657.872,-4.08,-0.07666666667,,,,,,,,,
657.886,11.08,657.886,-0.23,657.886,4.92,5.256666667,,,,,,,,,
657.9,14.08,657.9,-3.23,657.9,3.92,4.923333333,,,,,,,,,
657.914,26.08,657.914,10.77,657.914,10.92,15.92333333,,,,,,,,,
657.928,18.08,657.928,27.77,657.928,14.92,20.25666667,,,,,,,,,
657.942,9.08,657.942,25.77,657.942,11.92,15.59,,,,,,,,,
657.956,2.08,657.956,18.77,657.956,15.92,12.25666667,,,,,,,,,
657.97,0.08,657.97,-4.23,657.97,4.92,0.2566666667,,,,,,,,,
657.984,-2.92,657.984,11.77,657.984,4.92,4.59,,,,,,,,,
657.998,24.08,657.998,31.77,657.998,21.92,25.92333333,,,,,,,,,
658.012,8.08,658.012,4.77,658.012,-1.08,3.923333333,,,,,,,,,
658.026,-4.92,658.026,-4.23,658.026,-7.08,-5.41,,,,,,,,,
658.04,7.08,658.04,1.77,658.04,2.92,3.923333333,,,,,,,,,
658.054,1.08,658.054,0.77,658.054,7.92,3.256666667,,,,,,,,,
658.069,-19.92,658.069,-3.23,658.069,-10.08,-11.07666667,,,,,,,,,
658.083,-4.92,658.083,-8.23,658.083,-11.08,-8.076666667,,,,,,,,,
658.097,17.08,658.097,8.77,658.097,-5.08,6.923333333,,,,,,,,,
658.111,19.08,658.111,26.77,658.111,7.92,17.92333333,,,,,,,,,
658.125,17.08,658.125,16.77,658.125,16.92,16.92333333,,,,,,,,,
658.139,19.08,658.139,25.77,658.139,4.92,16.59,,,,,,,,,
658.153,8.08,658.153,9.77,658.153,2.92,6.923333333,,,,,,,,,
658.167,5.08,658.167,18.77,658.167,7.92,10.59,,,,,,,,,
658.181,9.08,658.181,12.77,658.181,7.92,9.923333333,,,,,,,,,
658.195,-7.92,658.195,-9.23,658.195,4.92,-4.076666667,,,,,,,,,
658.209,2.08,658.209,-7.23,658.209,-8.08,-4.41,,,,,,,,,
658.223,4.08,658.223,-5.23,658.223,-0.08,-0.41,,,,,,,,,
658.237,-5.92,658.237,16.77,658.237,9.92,6.923333333,,,,,,,,,
658.251,8.08,658.251,20.77,658.251,8.92,12.59,,,,,,,,,
658.265,15.08,658.265,9.77,658.265,5.92,10.25666667,,,,,,,,,
658.279,0.08,658.279,-1.23,658.279,13.92,4.256666667,,,,,,,,,
658.293,-12.92,658.293,-3.23,658.293,7.92,-2.743333333,,,,,,,,,
658.307,-12.92,658.307,1.77,658.307,-5.08,-5.41,,,,,,,,,
658.321,11.08,658.321,4.77,658.321,-7.08,2.923333333,,,,,,,,,
658.335,5.08,658.335,13.77,658.335,7.92,8.923333333,,,,,,,,,
658.349,13.08,658.349,15.77,658.349,10.92,13.25666667,,,,,,,,,
658.363,11.08,658.363,12.77,658.363,6.92,10.25666667,,,,,,,,,
658.377,0.08,658.377,-2.23,658.377,4.92,0.9233333333,,,,,,,,,
658.391,10.08,658.391,2.77,658.391,3.92,5.59,,,,,,,,,
658.405,3.08,658.405,13.77,658.405,2.92,6.59,,,,,,,,,
658.418,-3.92,658.418,4.77,658.418,4.92,1.923333333,,,,,,,,,
658.432,5.08,658.432,13.77,658.432,1.92,6.923333333,,,,,,,,,
658.446,-10.92,658.446,6.77,658.446,-3.08,-2.41,,,,,,,,,
658.46,-9.92,658.46,-7.23,658.46,-1.08,-6.076666667,,,,,,,,,
658.474,12.08,658.474,19.77,658.474,17.92,16.59,,,,,,,,,
658.488,20.08,658.488,16.77,658.488,22.92,19.92333333,,,,,,,,,
658.502,20.08,658.502,25.77,658.502,13.92,19.92333333,,,,,,,,,
658.516,0.08,658.516,12.77,658.516,9.92,7.59,,,,,,,,,
658.53,2.08,658.53,7.77,658.53,-1.08,2.923333333,,,,,,,,,
658.544,-2.92,658.544,11.77,658.544,-10.08,-0.41,,,,,,,,,
658.558,-3.92,658.558,6.77,658.558,-13.08,-3.41,,,,,,,,,
658.572,-5.92,658.572,4.77,658.572,-18.08,-6.41,,,,,,,,,
658.586,10.08,658.586,14.77,658.586,6.92,10.59,,,,,,,,,
658.6,25.08,658.6,13.77,658.6,17.92,18.92333333,,,,,,,,,
658.614,1.08,658.614,0.77,658.614,-3.08,-0.41,,,,,,,,,
658.628,-4.92,658.628,0.77,658.628,-6.08,-3.41,,,,,,,,,
658.642,15.08,658.642,18.77,658.642,9.92,14.59,,,,,,,,,
658.656,24.08,658.656,12.77,658.656,3.92,13.59,,,,,,,,,
658.67,24.08,658.67,12.77,658.67,6.92,14.59,,,,,,,,,
658.683,49.08,658.683,50.77,658.683,49.92,49.92333333,,,,,,,,,
658.697,108.08,658.697,124.77,658.697,120.92,117.9233333,,,,,,,,,
658.711,19.08,658.711,16.77,658.711,13.92,16.59,,,,,,,,,
658.725,16.08,658.725,11.77,658.725,4.92,10.92333333,,,,,,,,,
658.739,-6.92,658.739,2.77,658.739,-0.08,-1.41,,,,,,,,,
658.753,-4.92,658.753,28.77,658.753,10.92,11.59,,,,,,,,,
658.767,5.08,658.767,13.77,658.767,-3.08,5.256666667,,,,,,,,,
658.781,8.08,658.781,25.77,658.781,4.92,12.92333333,,,,,,,,,
658.795,-4.92,658.795,21.77,658.795,6.92,7.923333333,,,,,,,,,
658.809,2.08,658.809,2.77,658.809,-0.08,1.59,,,,,,,,,
658.823,5.08,658.823,15.77,658.823,-5.08,5.256666667,,,,,,,,,
658.836,6.08,658.836,4.77,658.836,-3.08,2.59,,,,,,,,,
658.85,17.08,658.85,28.77,658.85,2.92,16.25666667,,,,,,,,,
658.864,16.08,658.864,15.77,658.864,11.92,14.59,,,,,,,,,
658.878,4.08,658.878,20.77,658.878,-9.08,5.256666667,,,,,,,,,
658.892,0.08,658.892,-6.23,658.892,-8.08,-4.743333333,,,,,,,,,
658.906,6.08,658.906,3.77,658.906,-5.08,1.59,,,,,,,,,
658.92,8.08,658.92,4.77,658.92,-2.08,3.59,,,,,,,,,
658.934,0.08,658.934,3.77,658.934,8.92,4.256666667,,,,,,,,,
658.947,6.08,658.947,4.77,658.947,-6.08,1.59,,,,,,,,,
658.961,-4.92,658.961,5.77,658.961,-9.08,-2.743333333,,,,,,,,,
658.975,5.08,658.975,13.77,658.975,17.92,12.25666667,,,,,,,,,
658.989,-2.92,658.989,-2.23,658.989,-1.08,-2.076666667,,,,,,,,,
659.003,4.08,659.003,14.77,659.003,-12.08,2.256666667,,,,,,,,,
659.017,5.08,659.017,1.77,659.017,-12.08,-1.743333333,,,,,,,,,
659.031,9.08,659.031,-3.23,659.031,-3.08,0.9233333333,,,,,,,,,
659.045,16.08,659.045,24.77,659.045,4.92,15.25666667,,,,,,,,,
659.058,-3.92,659.058,4.77,659.058,2.92,1.256666667,,,,,,,,,
659.072,5.08,659.072,7.77,659.072,-9.08,1.256666667,,,,,,,,,
659.086,5.08,659.086,11.77,659.086,2.92,6.59,,,,,,,,,
659.1,5.08,659.1,31.77,659.1,12.92,16.59,,,,,,,,,
659.114,-5.92,659.114,25.77,659.114,9.92,9.923333333,,,,,,,,,
659.128,2.08,659.128,8.77,659.128,-14.08,-1.076666667,,,,,,,,,
659.141,15.08,659.141,20.77,659.141,-4.08,10.59,,,,,,,,,
659.155,24.08,659.155,24.77,659.155,9.92,19.59,,,,,,,,,
659.169,14.08,659.169,22.77,659.169,14.92,17.25666667,,,,,,,,,
659.183,7.08,659.183,6.77,659.183,3.92,5.923333333,,,,,,,,,
659.197,-1.92,659.197,1.77,659.197,-0.08,-0.07666666667,,,,,,,,,
659.211,13.08,659.211,10.77,659.211,8.92,10.92333333,,,,,,,,,
659.224,8.08,659.224,18.77,659.224,8.92,11.92333333,,,,,,,,,
659.238,31.08,659.238,35.77,659.238,17.92,28.25666667,,,,,,,,,
659.252,24.08,659.252,14.77,659.252,1.92,13.59,,,,,,,,,
659.266,11.08,659.266,-1.23,659.266,9.92,6.59,,,,,,,,,
659.28,12.08,659.28,16.77,659.28,6.92,11.92333333,,,,,,,,,
659.294,-3.92,659.294,9.77,659.294,5.92,3.923333333,,,,,,,,,
659.307,1.08,659.307,3.77,659.307,-7.08,-0.7433333333,,,,,,,,,
659.321,15.08,659.321,6.77,659.321,-6.08,5.256666667,,,,,,,,,
659.335,10.08,659.335,-3.23,659.335,-6.08,0.2566666667,,,,,,,,,
659.349,-12.92,659.349,-6.23,659.349,-6.08,-8.41,,,,,,,,,
659.363,1.08,659.363,1.77,659.363,4.92,2.59,,,,,,,,,
659.376,19.08,659.376,17.77,659.376,17.92,18.25666667,,,,,,,,,
659.39,16.08,659.39,3.77,659.39,11.92,10.59,,,,,,,,,
659.404,-1.92,659.404,-3.23,659.404,-4.08,-3.076666667,,,,,,,,,
659.418,-13.92,659.418,15.77,659.418,-11.08,-3.076666667,,,,,,,,,
659.432,7.08,659.432,4.77,659.432,0.92,4.256666667,,,,,,,,,
659.445,8.08,659.445,-2.23,659.445,-0.08,1.923333333,,,,,,,,,
659.459,11.08,659.459,23.77,659.459,8.92,14.59,,,,,,,,,
659.473,0.08,659.473,14.77,659.473,-17.08,-0.7433333333,,,,,,,,,
659.487,4.08,659.487,10.77,659.487,-3.08,3.923333333,,,,,,,,,
659.5,3.08,659.5,0.77,659.5,-12.08,-2.743333333,,,,,,,,,
659.514,-0.92,659.514,-9.23,659.514,-17.08,-9.076666667,,,,,,,,,
659.528,3.08,659.528,13.77,659.528,-2.08,4.923333333,,,,,,,,,
659.542,19.08,659.542,27.77,659.542,5.92,17.59,,,,,,,,,
659.556,-8.92,659.556,6.77,659.556,5.92,1.256666667,,,,,,,,,
659.569,0.08,659.569,12.77,659.569,6.92,6.59,,,,,,,,,
659.583,5.08,659.583,30.77,659.583,13.92,16.59,,,,,,,,,
659.597,14.08,659.597,16.77,659.597,5.92,12.25666667,,,,,,,,,
659.611,4.08,659.611,17.77,659.611,-10.08,3.923333333,,,,,,,,,
659.624,30.08,659.624,43.77,659.624,33.92,35.92333333,,,,,,,,,
659.638,57.08,659.638,70.77,659.638,66.92,64.92333333,,,,,,,,,
659.652,15.08,659.652,-0.23,659.652,2.92,5.923333333,,,,,,,,,
659.666,2.08,659.666,-0.23,659.666,0.92,0.9233333333,,,,,,,,,
659.679,3.08,659.679,20.77,659.679,1.92,8.59,,,,,,,,,
659.693,5.08,659.693,9.77,659.693,-1.08,4.59,,,,,,,,,
659.707,12.08,659.707,-2.23,659.707,-0.08,3.256666667,,,,,,,,,
659.721,3.08,659.721,8.77,659.721,4.92,5.59,,,,,,,,,
659.734,9.08,659.734,7.77,659.734,17.92,11.59,,,,,,,,,
659.748,11.08,659.748,-7.23,659.748,-4.08,-0.07666666667,,,,,,,,,
659.762,6.08,659.762,6.77,659.762,-1.08,3.923333333,,,,,,,,,
659.776,13.08,659.776,8.77,659.776,12.92,11.59,,,,,,,,,
659.789,23.08,659.789,14.77,659.789,21.92,19.92333333,,,,,,,,,
659.803,-3.92,659.803,-3.23,659.803,6.92,-0.07666666667,,,,,,,,,
659.817,-13.92,659.817,-4.23,659.817,7.92,-3.41,,,,,,,,,
659.83,5.08,659.83,7.77,659.83,15.92,9.59,,,,,,,,,
659.844,9.08,659.844,16.77,659.844,2.92,9.59,,,,,,,,,
659.858,-1.92,659.858,10.77,659.858,-2.08,2.256666667,,,,,,,,,
659.872,-6.92,659.872,7.77,659.872,1.92,0.9233333333,,,,,,,,,
659.885,-8.92,659.885,14.77,659.885,5.92,3.923333333,,,,,,,,,
659.899,10.08,659.899,16.77,659.899,3.92,10.25666667,,,,,,,,,
659.913,8.08,659.913,17.77,659.913,13.92,13.25666667,,,,,,,,,
659.926,19.08,659.926,22.77,659.926,21.92,21.25666667,,,,,,,,,
659.94,21.08,659.94,23.77,659.94,17.92,20.92333333,,,,,,,,,
659.954,16.08,659.954,12.77,659.954,6.92,11.92333333,,,,,,,,,
659.967,11.08,659.967,11.77,659.967,13.92,12.25666667,,,,,,,,,
659.981,6.08,659.981,10.77,659.981,7.92,8.256666667,,,,,,,,,
659.995,-0.92,659.995,29.77,659.995,6.92,11.92333333,,,,,,,,,
660.009,-4.92,660.009,28.77,660.009,-4.08,6.59,,,,,,,,,
660.022,12.08,660.022,11.77,660.022,2.92,8.923333333,,,,,,,,,
660.036,12.08,660.036,1.77,660.036,18.92,10.92333333,,,,,,,,,
660.05,13.08,660.05,-12.23,660.05,-5.08,-1.41,,,,,,,,,
660.063,21.08,660.063,-1.23,660.063,-11.08,2.923333333,,,,,,,,,
660.077,30.08,660.077,15.77,660.077,15.92,20.59,,,,,,,,,
660.091,28.08,660.091,21.77,660.091,22.92,24.25666667,,,,,,,,,
660.104,-1.92,660.104,-7.23,660.104,-10.08,-6.41,,,,,,,,,
660.118,3.08,660.118,-14.23,660.118,3.92,-2.41,,,,,,,,,
660.132,11.08,660.132,13.77,660.132,12.92,12.59,,,,,,,,,
660.145,9.08,660.145,6.77,660.145,-1.08,4.923333333,,,,,,,,,
660.159,-3.92,660.159,3.77,660.159,-6.08,-2.076666667,,,,,,,,,
660.173,-1.92,660.173,0.77,660.173,-8.08,-3.076666667,,,,,,,,,
660.186,25.08,660.186,1.77,660.186,8.92,11.92333333,,,,,,,,,
660.2,7.08,660.2,8.77,660.2,9.92,8.59,,,,,,,,,
660.214,0.08,660.214,17.77,660.214,-12.08,1.923333333,,,,,,,,,
660.227,-5.92,660.227,10.77,660.227,-6.08,-0.41,,,,,,,,,
660.241,1.08,660.241,7.77,660.241,-1.08,2.59,,,,,,,,,
660.254,6.08,660.254,4.77,660.254,2.92,4.59,,,,,,,,,
660.268,20.08,660.268,10.77,660.268,17.92,16.25666667,,,,,,,,,
660.282,23.08,660.282,16.77,660.282,15.92,18.59,,,,,,,,,
660.295,3.08,660.295,13.77,660.295,8.92,8.59,,,,,,,,,
660.309,16.08,660.309,20.77,660.309,4.92,13.92333333,,,,,,,,,
660.323,9.08,660.323,3.77,660.323,4.92,5.923333333,,,,,,,,,
660.336,-0.92,660.336,-1.23,660.336,-9.08,-3.743333333,,,,,,,,,
660.35,-3.92,660.35,12.77,660.35,-26.08,-5.743333333,,,,,,,,,
660.364,6.08,660.364,25.77,660.364,-9.08,7.59,,,,,,,,,
660.377,7.08,660.377,15.77,660.377,2.92,8.59,,,,,,,,,
660.391,17.08,660.391,29.77,660.391,21.92,22.92333333,,,,,,,,,
660.404,18.08,660.404,16.77,660.404,5.92,13.59,,,,,,,,,
660.418,16.08,660.418,26.77,660.418,-9.08,11.25666667,,,,,,,,,
660.432,0.08,660.432,13.77,660.432,1.92,5.256666667,,,,,,,,,
660.445,-2.92,660.445,4.77,660.445,9.92,3.923333333,,,,,,,,,
660.459,9.08,660.459,17.77,660.459,-3.08,7.923333333,,,,,,,,,
660.472,13.08,660.472,18.77,660.472,2.92,11.59,,,,,,,,,
660.486,-7.92,660.486,-3.23,660.486,5.92,-1.743333333,,,,,,,,,
660.5,3.08,660.5,1.77,660.5,0.92,1.923333333,,,,,,,,,
660.513,1.08,660.513,7.77,660.513,9.92,6.256666667,,,,,,,,,
660.527,7.08,660.527,16.77,660.527,2.92,8.923333333,,,,,,,,,
660.54,16.08,660.54,19.77,660.54,8.92,14.92333333,,,,,,,,,
660.554,15.08,660.554,8.77,660.554,19.92,14.59,,,,,,,,,
660.568,14.08,660.568,3.77,660.568,8.92,8.923333333,,,,,,,,,
660.581,16.08,660.581,14.77,660.581,13.92,14.92333333,,,,,,,,,
660.595,10.08,660.595,5.77,660.595,5.92,7.256666667,,,,,,,,,
660.608,-5.92,660.608,-2.23,660.608,-6.08,-4.743333333,,,,,,,,,
660.622,13.08,660.622,-0.23,660.622,-7.08,1.923333333,,,,,,,,,
660.635,10.08,660.635,7.77,660.635,8.92,8.923333333,,,,,,,,,
660.649,10.08,660.649,19.77,660.649,0.92,10.25666667,,,,,,,,,
660.663,8.08,660.663,21.77,660.663,-1.08,9.59,,,,,,,,,
660.676,13.08,660.676,10.77,660.676,-1.08,7.59,,,,,,,,,
660.69,16.08,660.69,5.77,660.69,5.92,9.256666667,,,,,,,,,
660.703,18.08,660.703,12.77,660.703,21.92,17.59,,,,,,,,,
660.717,-0.92,660.717,2.77,660.717,8.92,3.59,,,,,,,,,
660.73,-3.92,660.73,6.77,660.73,-6.08,-1.076666667,,,,,,,,,
660.744,1.08,660.744,1.77,660.744,-2.08,0.2566666667,,,,,,,,,
660.757,-5.92,660.757,0.77,660.757,-0.08,-1.743333333,,,,,,,,,
660.771,-4.92,660.771,11.77,660.771,-2.08,1.59,,,,,,,,,
660.785,5.08,660.785,13.77,660.785,-9.08,3.256666667,,,,,,,,,
660.798,24.08,660.798,16.77,660.798,2.92,14.59,,,,,,,,,
660.812,17.08,660.812,23.77,660.812,8.92,16.59,,,,,,,,,
660.825,8.08,660.825,24.77,660.825,4.92,12.59,,,,,,,,,
660.839,12.08,660.839,2.77,660.839,-5.08,3.256666667,,,,,,,,,
660.852,-1.92,660.852,2.77,660.852,3.92,1.59,,,,,,,,,
660.866,-0.92,660.866,17.77,660.866,13.92,10.25666667,,,,,,,,,
660.879,-6.92,660.879,11.77,660.879,9.92,4.923333333,,,,,,,,,
660.893,-3.92,660.893,8.77,660.893,-14.08,-3.076666667,,,,,,,,,
660.906,22.08,660.906,24.77,660.906,0.92,15.92333333,,,,,,,,,
660.92,17.08,660.92,16.77,660.92,5.92,13.25666667,,,,,,,,,
660.933,2.08,660.933,18.77,660.933,3.92,8.256666667,,,,,,,,,
660.947,23.08,660.947,26.77,660.947,6.92,18.92333333,,,,,,,,,
660.96,6.08,660.96,3.77,660.96,-1.08,2.923333333,,,,,,,,,
660.974,16.08,660.974,14.77,660.974,2.92,11.25666667,,,,,,,,,
660.987,15.08,660.987,18.77,660.987,22.92,18.92333333,,,,,,,,,
661.001,-2.92,661.001,-4.23,661.001,-7.08,-4.743333333,,,,,,,,,
661.015,-8.92,661.015,-4.23,661.015,-14.08,-9.076666667,,,,,,,,,
661.028,-1.92,661.028,-2.23,661.028,-13.08,-5.743333333,,,,,,,,,
661.042,5.08,661.042,-2.23,661.042,9.92,4.256666667,,,,,,,,,
661.055,27.08,661.055,25.77,661.055,12.92,21.92333333,,,,,,,,,
661.069,9.08,661.069,2.77,661.069,2.92,4.923333333,,,,,,,,,
661.082,-3.92,661.082,9.77,661.082,-1.08,1.59,,,,,,,,,
661.095,19.08,661.095,27.77,661.095,17.92,21.59,,,,,,,,,
661.109,34.08,661.109,50.77,661.109,23.92,36.25666667,,,,,,,,,
661.122,24.08,661.122,22.77,661.122,1.92,16.25666667,,,,,,,,,
661.136,7.08,661.136,15.77,661.136,14.92,12.59,,,,,,,,,
661.149,-2.92,661.149,0.77,661.149,-8.08,-3.41,,,,,,,,,
661.163,-7.92,661.163,11.77,661.163,5.92,3.256666667,,,,,,,,,
661.176,7.08,661.176,24.77,661.176,12.92,14.92333333,,,,,,,,,
661.19,12.08,661.19,15.77,661.19,-1.08,8.923333333,,,,,,,,,
661.203,10.08,661.203,38.77,661.203,19.92,22.92333333,,,,,,,,,
661.217,0.08,661.217,32.77,661.217,19.92,17.59,,,,,,,,,
661.23,6.08,661.23,15.77,661.23,14.92,12.25666667,,,,,,,,,
661.244,5.08,661.244,10.77,661.244,2.92,6.256666667,,,,,,,,,
661.257,16.08,661.257,6.77,661.257,11.92,11.59,,,,,,,,,
661.271,8.08,661.271,1.77,661.271,6.92,5.59,,,,,,,,,
661.284,19.08,661.284,7.77,661.284,19.92,15.59,,,,,,,,,
661.298,0.08,661.298,0.77,661.298,1.92,0.9233333333,,,,,,,,,
661.311,1.08,661.311,8.77,661.311,2.92,4.256666667,,,,,,,,,
661.324,-1.92,661.324,-9.23,661.324,3.92,-2.41,,,,,,,,,
661.338,4.08,661.338,3.77,661.338,-0.08,2.59,,,,,,,,,
661.351,-0.92,661.351,6.77,661.351,2.92,2.923333333,,,,,,,,,
661.365,0.08,661.365,14.77,661.365,6.92,7.256666667,,,,,,,,,
661.378,7.08,661.378,5.77,661.378,5.92,6.256666667,,,,,,,,,
661.392,5.08,661.392,10.77,661.392,8.92,8.256666667,,,,,,,,,
661.405,64.08,661.405,57.77,661.405,42.92,54.92333333,,,,,,,,,
661.419,151.08,661.419,102.77,661.419,99.92,117.9233333,,,,,,,,,
661.432,22.08,661.432,5.77,661.432,9.92,12.59,,,,,,,,,
661.445,-2.92,661.445,-1.23,661.445,19.92,5.256666667,,,,,,,,,
661.459,3.08,661.459,7.77,661.459,8.92,6.59,,,,,,,,,
661.472,0.08,661.472,14.77,661.472,16.92,10.59,,,,,,,,,
661.486,-0.92,661.486,13.77,661.486,16.92,9.923333333,,,,,,,,,
661.499,23.08,661.499,16.77,661.499,17.92,19.25666667,,,,,,,,,
661.512,5.08,661.512,11.77,661.512,-5.08,3.923333333,,,,,,,,,
661.526,13.08,661.526,29.77,661.526,9.92,17.59,,,,,,,,,
661.539,16.08,661.539,13.77,661.539,13.92,14.59,,,,,,,,,
661.553,12.08,661.553,4.77,661.553,11.92,9.59,,,,,,,,,
661.566,4.08,661.566,-11.23,661.566,5.92,-0.41,,,,,,,,,
661.579,9.08,661.579,-3.23,661.579,1.92,2.59,,,,,,,,,
661.593,0.08,661.593,2.77,661.593,-11.08,-2.743333333,,,,,,,,,
661.606,3.08,661.606,-6.23,661.606,-6.08,-3.076666667,,,,,,,,,
661.62,11.08,661.62,8.77,661.62,23.92,14.59,,,,,,,,,
661.633,9.08,661.633,18.77,661.633,-2.08,8.59,,,,,,,,,
661.646,10.08,661.646,15.77,661.646,10.92,12.25666667,,,,,,,,,
661.66,9.08,661.66,12.77,661.66,4.92,8.923333333,,,,,,,,,
661.673,12.08,661.673,5.77,661.673,13.92,10.59,,,,,,,,,
661.687,15.08,661.687,5.77,661.687,9.92,10.25666667,,,,,,,,,
661.7,21.08,661.7,14.77,661.7,11.92,15.92333333,,,,,,,,,
661.713,23.08,661.713,16.77,661.713,-6.08,11.25666667,,,,,,,,,
661.727,34.08,661.727,45.77,661.727,29.92,36.59,,,,,,,,,
661.74,77.08,661.74,80.77,661.74,84.92,80.92333333,,,,,,,,,
661.753,14.08,661.753,6.77,661.753,4.92,8.59,,,,,,,,,
661.767,10.08,661.767,5.77,661.767,3.92,6.59,,,,,,,,,
661.78,17.08,661.78,9.77,661.78,8.92,11.92333333,,,,,,,,,
661.794,11.08,661.794,16.77,661.794,6.92,11.59,,,,,,,,,
661.807,-14.92,661.807,13.77,661.807,-2.08,-1.076666667,,,,,,,,,
661.82,-10.92,661.82,15.77,661.82,-11.08,-2.076666667,,,,,,,,,
661.834,6.08,661.834,12.77,661.834,-0.08,6.256666667,,,,,,,,,
661.847,7.08,661.847,5.77,661.847,2.92,5.256666667,,,,,,,,,
661.86,19.08,661.86,8.77,661.86,1.92,9.923333333,,,,,,,,,
661.874,11.08,661.874,14.77,661.874,9.92,11.92333333,,,,,,,,,
661.887,8.08,661.887,17.77,661.887,9.92,11.92333333,,,,,,,,,
661.9,11.08,661.9,17.77,661.9,16.92,15.25666667,,,,,,,,,
661.914,-3.92,661.914,12.77,661.914,22.92,10.59,,,,,,,,,
661.927,6.08,661.927,-0.23,661.927,12.92,6.256666667,,,,,,,,,
661.94,-5.92,661.94,4.77,661.94,2.92,0.59,,,,,,,,,
661.954,-4.92,661.954,21.77,661.954,6.92,7.923333333,,,,,,,,,
661.967,17.08,661.967,34.77,661.967,18.92,23.59,,,,,,,,,
661.98,38.08,661.98,34.77,661.98,24.92,32.59,,,,,,,,,
661.994,16.08,661.994,14.77,661.994,7.92,12.92333333,,,,,,,,,
662.007,8.08,662.007,11.77,662.007,9.92,9.923333333,,,,,,,,,
662.02,18.08,662.02,12.77,662.02,9.92,13.59,,,,,,,,,
662.034,18.08,662.034,4.77,662.034,11.92,11.59,,,,,,,,,
662.047,3.08,662.047,-0.23,662.047,9.92,4.256666667,,,,,,,,,
662.06,-1.92,662.06,-1.23,662.06,-15.08,-6.076666667,,,,,,,,,
662.074,-1.92,662.074,2.77,662.074,-9.08,-2.743333333,,,,,,,,,
662.087,8.08,662.087,11.77,662.087,-3.08,5.59,,,,,,,,,
662.1,8.08,662.1,6.77,662.1,-6.08,2.923333333,,,,,,,,,
662.114,6.08,662.114,12.77,662.114,4.92,7.923333333,,,,,,,,,
662.127,9.08,662.127,5.77,662.127,2.92,5.923333333,,,,,,,,,
662.14,-7.92,662.14,-7.23,662.14,-3.08,-6.076666667,,,,,,,,,
662.153,-4.92,662.153,8.77,662.153,6.92,3.59,,,,,,,,,
662.167,9.08,662.167,27.77,662.167,4.92,13.92333333,,,,,,,,,
662.18,2.08,662.18,3.77,662.18,-6.08,-0.07666666667,,,,,,,,,
662.193,17.08,662.193,-1.23,662.193,6.92,7.59,,,,,,,,,
662.207,-1.92,662.207,-1.23,662.207,1.92,-0.41,,,,,,,,,
662.22,-5.92,662.22,8.77,662.22,-2.08,0.2566666667,,,,,,,,,
662.233,2.08,662.233,17.77,662.233,-2.08,5.923333333,,,,,,,,,
662.246,3.08,662.246,11.77,662.246,-0.08,4.923333333,,,,,,,,,
662.26,13.08,662.26,20.77,662.26,30.92,21.59,,,,,,,,,
662.273,9.08,662.273,5.77,662.273,19.92,11.59,,,,,,,,,
662.286,-5.92,662.286,2.77,662.286,-7.08,-3.41,,,,,,,,,
662.3,12.08,662.3,14.77,662.3,0.92,9.256666667,,,,,,,,,
662.313,7.08,662.313,-0.23,662.313,-1.08,1.923333333,,,,,,,,,
662.326,8.08,662.326,-10.23,662.326,-6.08,-2.743333333,,,,,,,,,
662.339,-5.92,662.339,3.77,662.339,4.92,0.9233333333,,,,,,,,,
662.353,-7.92,662.353,17.77,662.353,-7.08,0.9233333333,,,,,,,,,
662.366,1.08,662.366,22.77,662.366,5.92,9.923333333,,,,,,,,,
662.379,-4.92,662.379,3.77,662.379,-5.08,-2.076666667,,,,,,,,,
662.392,5.08,662.392,8.77,662.392,0.92,4.923333333,,,,,,,,,
662.406,12.08,662.406,9.77,662.406,17.92,13.25666667,,,,,,,,,
662.419,5.08,662.419,9.77,662.419,21.92,12.25666667,,,,,,,,,
662.432,14.08,662.432,21.77,662.432,10.92,15.59,,,,,,,,,
662.445,12.08,662.445,19.77,662.445,-7.08,8.256666667,,,,,,,,,
662.459,3.08,662.459,14.77,662.459,-1.08,5.59,,,,,,,,,
662.472,-1.92,662.472,10.77,662.472,3.92,4.256666667,,,,,,,,,
662.485,3.08,662.485,6.77,662.485,7.92,5.923333333,,,,,,,,,
662.498,2.08,662.498,19.77,662.498,-8.08,4.59,,,,,,,,,
