HD spec 1 wave,HD spec 1 intensity,HD spec 2 wave,HD spec 2 intensity,HD spec 3 wave,HD spec 3 intensity,HD average intensity
670.881,2.23,670.881,2.23,670.881,5.85,3.436666667
670.893,-0.77,670.893,-0.77,670.893,-18.15,-6.563333333
670.905,-10.77,670.905,-10.77,670.905,-21.15,-14.23
670.916,2.23,670.916,2.23,670.916,-5.15,-0.23
670.928,11.23,670.928,11.23,670.928,8.85,10.43666667
670.939,15.23,670.939,15.23,670.939,2.85,11.10333333
670.951,15.23,670.951,15.23,670.951,3.85,11.43666667
670.962,8.23,670.962,8.23,670.962,8.85,8.436666667
670.974,7.23,670.974,7.23,670.974,-13.15,0.4366666667
670.986,13.23,670.986,13.23,670.986,-2.15,8.103333333
670.997,-7.77,670.997,-7.77,670.997,-0.15,-5.23
671.009,-1.77,671.009,-1.77,671.009,-5.15,-2.896666667
671.02,-2.77,671.02,-2.77,671.02,-3.15,-2.896666667
671.032,-9.77,671.032,-9.77,671.032,-8.15,-9.23
671.043,4.23,671.043,4.23,671.043,-5.15,1.103333333
671.055,12.23,671.055,12.23,671.055,-6.15,6.103333333
671.066,20.23,671.066,20.23,671.066,-10.15,10.10333333
671.078,0.23,671.078,0.23,671.078,-15.15,-4.896666667
671.089,6.23,671.089,6.23,671.089,-10.15,0.77
671.101,13.23,671.101,13.23,671.101,13.85,13.43666667
671.112,21.23,671.112,21.23,671.112,9.85,17.43666667
671.124,19.23,671.124,19.23,671.124,9.85,16.10333333
671.135,22.23,671.135,22.23,671.135,-4.15,13.43666667
671.147,37.23,671.147,37.23,671.147,6.85,27.10333333
671.158,30.23,671.158,30.23,671.158,-8.15,17.43666667
671.17,15.23,671.17,15.23,671.17,12.85,14.43666667
671.181,8.23,671.181,8.23,671.181,21.85,12.77
671.193,18.23,671.193,18.23,671.193,18.85,18.43666667
671.204,31.23,671.204,31.23,671.204,18.85,27.10333333
671.216,8.23,671.216,8.23,671.216,6.85,7.77
671.227,10.23,671.227,10.23,671.227,6.85,9.103333333
671.239,7.23,671.239,7.23,671.239,16.85,10.43666667
671.25,0.23,671.25,0.23,671.25,8.85,3.103333333
671.262,11.23,671.262,11.23,671.262,-7.15,5.103333333
671.273,-0.77,671.273,-0.77,671.273,-7.15,-2.896666667
671.285,3.23,671.285,3.23,671.285,2.85,3.103333333
671.296,10.23,671.296,10.23,671.296,1.85,7.436666667
671.308,11.23,671.308,11.23,671.308,3.85,8.77
671.319,0.23,671.319,0.23,671.319,-0.15,0.1033333333
671.331,-9.77,671.331,-9.77,671.331,-5.15,-8.23
671.342,10.23,671.342,10.23,671.342,-0.15,6.77
671.354,21.23,671.354,21.23,671.354,8.85,17.10333333
671.365,13.23,671.365,13.23,671.365,-5.15,7.103333333
671.377,-10.77,671.377,-10.77,671.377,-16.15,-12.56333333
671.388,-30.77,671.388,-30.77,671.388,-6.15,-22.56333333
671.4,-13.77,671.4,-13.77,671.4,-19.15,-15.56333333
671.411,9.23,671.411,9.23,671.411,-6.15,4.103333333
671.423,-4.77,671.423,-4.77,671.423,-5.15,-4.896666667
671.434,5.23,671.434,5.23,671.434,16.85,9.103333333
671.446,7.23,671.446,7.23,671.446,19.85,11.43666667
671.457,-2.77,671.457,-2.77,671.457,12.85,2.436666667
671.468,4.23,671.468,4.23,671.468,12.85,7.103333333
671.48,15.23,671.48,15.23,671.48,1.85,10.77
671.491,20.23,671.491,20.23,671.491,-3.15,12.43666667
671.503,28.23,671.503,28.23,671.503,20.85,25.77
671.514,-2.77,671.514,-2.77,671.514,13.85,2.77
671.526,-1.77,671.526,-1.77,671.526,0.85,-0.8966666667
671.537,0.23,671.537,0.23,671.537,9.85,3.436666667
671.548,3.23,671.548,3.23,671.548,-20.15,-4.563333333
671.56,15.23,671.56,15.23,671.56,1.85,10.77
671.571,12.23,671.571,12.23,671.571,15.85,13.43666667
671.583,13.23,671.583,13.23,671.583,4.85,10.43666667
671.594,15.23,671.594,15.23,671.594,20.85,17.10333333
671.606,27.23,671.606,27.23,671.606,33.85,29.43666667
671.617,16.23,671.617,16.23,671.617,23.85,18.77
671.628,7.23,671.628,7.23,671.628,7.85,7.436666667
671.64,5.23,671.64,5.23,671.64,9.85,6.77
671.651,10.23,671.651,10.23,671.651,5.85,8.77
671.663,11.23,671.663,11.23,671.663,-4.15,6.103333333
671.674,-3.77,671.674,-3.77,671.674,-18.15,-8.563333333
671.685,-3.77,671.685,-3.77,671.685,-6.15,-4.563333333
671.697,-7.77,671.697,-7.77,671.697,-6.15,-7.23
671.708,9.23,671.708,9.23,671.708,-18.15,0.1033333333
671.72,24.23,671.72,24.23,671.72,-10.15,12.77
671.731,7.23,671.731,7.23,671.731,0.85,5.103333333
671.742,16.23,671.742,16.23,671.742,3.85,12.10333333
671.754,24.23,671.754,24.23,671.754,-10.15,12.77
671.765,10.23,671.765,10.23,671.765,-1.15,6.436666667
671.777,5.23,671.777,5.23,671.777,-3.15,2.436666667
671.788,5.23,671.788,5.23,671.788,0.85,3.77
671.799,28.23,671.799,28.23,671.799,19.85,25.43666667
671.811,15.23,671.811,15.23,671.811,17.85,16.10333333
671.822,14.23,671.822,14.23,671.822,14.85,14.43666667
671.833,4.23,671.833,4.23,671.833,-2.15,2.103333333
671.845,3.23,671.845,3.23,671.845,10.85,5.77
671.856,17.23,671.856,17.23,671.856,-3.15,10.43666667
671.868,20.23,671.868,20.23,671.868,7.85,16.10333333
671.879,39.23,671.879,39.23,671.879,14.85,31.10333333
671.89,26.23,671.89,26.23,671.89,42.85,31.77
671.902,4.23,671.902,4.23,671.902,7.85,5.436666667
671.913,-2.77,671.913,-2.77,671.913,-3.15,-2.896666667
671.924,-10.77,671.924,-10.77,671.924,-3.15,-8.23
671.936,-6.77,671.936,-6.77,671.936,1.85,-3.896666667
671.947,6.23,671.947,6.23,671.947,3.85,5.436666667
671.958,-2.77,671.958,-2.77,671.958,-0.15,-1.896666667
671.97,10.23,671.97,10.23,671.97,9.85,10.10333333
671.981,5.23,671.981,5.23,671.981,13.85,8.103333333
671.992,6.23,671.992,6.23,671.992,19.85,10.77
672.004,-9.77,672.004,-9.77,672.004,-0.15,-6.563333333
672.015,-0.77,672.015,-0.77,672.015,-2.15,-1.23
672.026,12.23,672.026,12.23,672.026,4.85,9.77
672.038,6.23,672.038,6.23,672.038,4.85,5.77
672.049,12.23,672.049,12.23,672.049,12.85,12.43666667
672.06,3.23,672.06,3.23,672.06,2.85,3.103333333
672.072,4.23,672.072,4.23,672.072,-3.15,1.77
672.083,-12.77,672.083,-12.77,672.083,3.85,-7.23
672.094,0.23,672.094,0.23,672.094,6.85,2.436666667
672.106,40.23,672.106,40.23,672.106,29.85,36.77
672.117,52.23,672.117,52.23,672.117,51.85,52.10333333
672.128,16.23,672.128,16.23,672.128,22.85,18.43666667
672.139,0.23,672.139,0.23,672.139,8.85,3.103333333
672.151,0.23,672.151,0.23,672.151,-0.15,0.1033333333
672.162,17.23,672.162,17.23,672.162,-4.15,10.10333333
672.173,9.23,672.173,9.23,672.173,-0.15,6.103333333
672.185,5.23,672.185,5.23,672.185,-2.15,2.77
672.196,11.23,672.196,11.23,672.196,15.85,12.77
672.207,11.23,672.207,11.23,672.207,16.85,13.10333333
672.219,24.23,672.219,24.23,672.219,28.85,25.77
672.23,21.23,672.23,21.23,672.23,24.85,22.43666667
672.241,18.23,672.241,18.23,672.241,21.85,19.43666667
672.252,15.23,672.252,15.23,672.252,-4.15,8.77
672.264,13.23,672.264,13.23,672.264,0.85,9.103333333
672.275,12.23,672.275,12.23,672.275,6.85,10.43666667
672.286,10.23,672.286,10.23,672.286,21.85,14.10333333
672.297,9.23,672.297,9.23,672.297,9.85,9.436666667
672.309,13.23,672.309,13.23,672.309,-3.15,7.77
672.32,16.23,672.32,16.23,672.32,7.85,13.43666667
672.331,16.23,672.331,16.23,672.331,3.85,12.10333333
672.342,9.23,672.342,9.23,672.342,-1.15,5.77
672.354,-10.77,672.354,-10.77,672.354,-5.15,-8.896666667
672.365,3.23,672.365,3.23,672.365,3.85,3.436666667
672.376,6.23,672.376,6.23,672.376,8.85,7.103333333
672.387,-3.77,672.387,-3.77,672.387,-0.15,-2.563333333
672.399,5.23,672.399,5.23,672.399,-7.15,1.103333333
672.41,1.23,672.41,1.23,672.41,-7.15,-1.563333333
672.421,22.23,672.421,22.23,672.421,13.85,19.43666667
672.432,28.23,672.432,28.23,672.432,25.85,27.43666667
672.444,21.23,672.444,21.23,672.444,13.85,18.77
672.455,1.23,672.455,1.23,672.455,-13.15,-3.563333333
672.466,4.23,672.466,4.23,672.466,18.85,9.103333333
672.477,19.23,672.477,19.23,672.477,36.85,25.10333333
672.489,24.23,672.489,24.23,672.489,36.85,28.43666667
672.5,11.23,672.5,11.23,672.5,9.85,10.77
672.511,10.23,672.511,10.23,672.511,4.85,8.436666667
672.522,8.23,672.522,8.23,672.522,6.85,7.77
672.533,7.23,672.533,7.23,672.533,1.85,5.436666667
672.545,6.23,672.545,6.23,672.545,7.85,6.77
672.556,8.23,672.556,8.23,672.556,22.85,13.10333333
672.567,12.23,672.567,12.23,672.567,10.85,11.77
672.578,-0.77,672.578,-0.77,672.578,12.85,3.77
672.59,17.23,672.59,17.23,672.59,7.85,14.10333333
672.601,18.23,672.601,18.23,672.601,9.85,15.43666667
672.612,-1.77,672.612,-1.77,672.612,-4.15,-2.563333333
672.623,15.23,672.623,15.23,672.623,8.85,13.10333333
672.634,27.23,672.634,27.23,672.634,8.85,21.10333333
672.646,15.23,672.646,15.23,672.646,9.85,13.43666667
672.657,2.23,672.657,2.23,672.657,-0.15,1.436666667
672.668,8.23,672.668,8.23,672.668,-6.15,3.436666667
672.679,-6.77,672.679,-6.77,672.679,-14.15,-9.23
672.69,-12.77,672.69,-12.77,672.69,-1.15,-8.896666667
672.701,-16.77,672.701,-16.77,672.701,3.85,-9.896666667
672.713,4.23,672.713,4.23,672.713,0.85,3.103333333
672.724,8.23,672.724,8.23,672.724,6.85,7.77
672.735,-1.77,672.735,-1.77,672.735,-1.15,-1.563333333
672.746,8.23,672.746,8.23,672.746,4.85,7.103333333
672.757,3.23,672.757,3.23,672.757,3.85,3.436666667
672.768,9.23,672.768,9.23,672.768,-4.15,4.77
672.78,5.23,672.78,5.23,672.78,4.85,5.103333333
672.791,10.23,672.791,10.23,672.791,-4.15,5.436666667
672.802,22.23,672.802,22.23,672.802,0.85,15.10333333
672.813,26.23,672.813,26.23,672.813,3.85,18.77
672.824,15.23,672.824,15.23,672.824,17.85,16.10333333
672.835,34.23,672.835,34.23,672.835,7.85,25.43666667
672.847,6.23,672.847,6.23,672.847,-4.15,2.77
672.858,-0.77,672.858,-0.77,672.858,-3.15,-1.563333333
672.869,1.23,672.869,1.23,672.869,1.85,1.436666667
672.88,10.23,672.88,10.23,672.88,5.85,8.77
672.891,16.23,672.891,16.23,672.891,9.85,14.10333333
672.902,13.23,672.902,13.23,672.902,5.85,10.77
672.913,13.23,672.913,13.23,672.913,1.85,9.436666667
672.925,10.23,672.925,10.23,672.925,-11.15,3.103333333
672.936,-0.77,672.936,-0.77,672.936,3.85,0.77
672.947,7.23,672.947,7.23,672.947,15.85,10.10333333
672.958,7.23,672.958,7.23,672.958,-2.15,4.103333333
672.969,-3.77,672.969,-3.77,672.969,7.85,0.1033333333
672.98,13.23,672.98,13.23,672.98,7.85,11.43666667
672.991,6.23,672.991,6.23,672.991,10.85,7.77
673.002,9.23,673.002,9.23,673.002,2.85,7.103333333
673.013,6.23,673.013,6.23,673.013,-5.15,2.436666667
673.025,0.23,673.025,0.23,673.025,-11.15,-3.563333333
673.036,3.23,673.036,3.23,673.036,7.85,4.77
673.047,12.23,673.047,12.23,673.047,19.85,14.77
673.058,12.23,673.058,12.23,673.058,1.85,8.77
673.069,12.23,673.069,12.23,673.069,0.85,8.436666667
673.08,3.23,673.08,3.23,673.08,6.85,4.436666667
673.091,1.23,673.091,1.23,673.091,19.85,7.436666667
673.102,-3.77,673.102,-3.77,673.102,7.85,0.1033333333
673.113,8.23,673.113,8.23,673.113,8.85,8.436666667
673.124,13.23,673.124,13.23,673.124,18.85,15.10333333
673.136,16.23,673.136,16.23,673.136,25.85,19.43666667
673.147,22.23,673.147,22.23,673.147,29.85,24.77
673.158,12.23,673.158,12.23,673.158,20.85,15.10333333
673.169,9.23,673.169,9.23,673.169,10.85,9.77
673.18,2.23,673.18,2.23,673.18,0.85,1.77
673.191,-9.77,673.191,-9.77,673.191,-0.15,-6.563333333
673.202,16.23,673.202,16.23,673.202,9.85,14.10333333
673.213,14.23,673.213,14.23,673.213,10.85,13.10333333
673.224,23.23,673.224,23.23,673.224,10.85,19.10333333
673.235,23.23,673.235,23.23,673.235,9.85,18.77
673.246,12.23,673.246,12.23,673.246,7.85,10.77
673.257,17.23,673.257,17.23,673.257,11.85,15.43666667
673.268,11.23,673.268,11.23,673.268,15.85,12.77
673.279,25.23,673.279,25.23,673.279,21.85,24.10333333
673.29,8.23,673.29,8.23,673.29,20.85,12.43666667
673.301,24.23,673.301,24.23,673.301,37.85,28.77
673.313,16.23,673.313,16.23,673.313,15.85,16.10333333
673.324,24.23,673.324,24.23,673.324,11.85,20.10333333
673.335,22.23,673.335,22.23,673.335,0.85,15.10333333
673.346,20.23,673.346,20.23,673.346,2.85,14.43666667
673.357,13.23,673.357,13.23,673.357,16.85,14.43666667
673.368,-5.77,673.368,-5.77,673.368,12.85,0.4366666667
673.379,5.23,673.379,5.23,673.379,1.85,4.103333333
673.39,9.23,673.39,9.23,673.39,12.85,10.43666667
673.401,26.23,673.401,26.23,673.401,5.85,19.43666667
673.412,17.23,673.412,17.23,673.412,-1.15,11.10333333
673.423,21.23,673.423,21.23,673.423,5.85,16.10333333
673.434,9.23,673.434,9.23,673.434,-4.15,4.77
673.445,2.23,673.445,2.23,673.445,4.85,3.103333333
673.456,14.23,673.456,14.23,673.456,-3.15,8.436666667
673.467,-2.77,673.467,-2.77,673.467,1.85,-1.23
673.478,13.23,673.478,13.23,673.478,28.85,18.43666667
673.489,24.23,673.489,24.23,673.489,28.85,25.77
673.5,15.23,673.5,15.23,673.5,13.85,14.77
673.511,20.23,673.511,20.23,673.511,13.85,18.10333333
673.522,28.23,673.522,28.23,673.522,15.85,24.10333333
673.533,24.23,673.533,24.23,673.533,25.85,24.77
673.544,23.23,673.544,23.23,673.544,12.85,19.77
673.555,15.23,673.555,15.23,673.555,5.85,12.10333333
673.566,21.23,673.566,21.23,673.566,11.85,18.10333333
673.577,24.23,673.577,24.23,673.577,5.85,18.10333333
673.588,13.23,673.588,13.23,673.588,-9.15,5.77
673.599,23.23,673.599,23.23,673.599,11.85,19.43666667
673.61,14.23,673.61,14.23,673.61,-12.15,5.436666667
673.621,25.23,673.621,25.23,673.621,18.85,23.10333333
673.632,47.23,673.632,47.23,673.632,35.85,43.43666667
673.643,37.23,673.643,37.23,673.643,12.85,29.10333333
673.654,7.23,673.654,7.23,673.654,-3.15,3.77
673.665,11.23,673.665,11.23,673.665,-0.15,7.436666667
673.676,3.23,673.676,3.23,673.676,-17.15,-3.563333333
673.687,17.23,673.687,17.23,673.687,7.85,14.10333333
673.698,1.23,673.698,1.23,673.698,-1.15,0.4366666667
673.709,9.23,673.709,9.23,673.709,-7.15,3.77
673.719,21.23,673.719,21.23,673.719,10.85,17.77
673.73,42.23,673.73,42.23,673.73,16.85,33.77
673.741,53.23,673.741,53.23,673.741,29.85,45.43666667
673.752,26.23,673.752,26.23,673.752,29.85,27.43666667
673.763,36.23,673.763,36.23,673.763,31.85,34.77
673.774,20.23,673.774,20.23,673.774,15.85,18.77
673.785,3.23,673.785,3.23,673.785,8.85,5.103333333
673.796,-3.77,673.796,-3.77,673.796,-2.15,-3.23
673.807,9.23,673.807,9.23,673.807,12.85,10.43666667
673.818,9.23,673.818,9.23,673.818,11.85,10.10333333
673.829,21.23,673.829,21.23,673.829,11.85,18.10333333
673.84,23.23,673.84,23.23,673.84,20.85,22.43666667
673.851,25.23,673.851,25.23,673.851,24.85,25.10333333
673.862,16.23,673.862,16.23,673.862,6.85,13.10333333
673.873,0.23,673.873,0.23,673.873,0.85,0.4366666667
673.883,21.23,673.883,21.23,673.883,11.85,18.10333333
673.894,14.23,673.894,14.23,673.894,-6.15,7.436666667
673.905,25.23,673.905,25.23,673.905,11.85,20.77
673.916,28.23,673.916,28.23,673.916,13.85,23.43666667
673.927,8.23,673.927,8.23,673.927,3.85,6.77
673.938,7.23,673.938,7.23,673.938,23.85,12.77
673.949,-9.77,673.949,-9.77,673.949,3.85,-5.23
673.96,13.23,673.96,13.23,673.96,9.85,12.10333333
673.971,5.23,673.971,5.23,673.971,12.85,7.77
673.982,0.23,673.982,0.23,673.982,2.85,1.103333333
673.993,6.23,673.993,6.23,673.993,2.85,5.103333333
674.003,13.23,674.003,13.23,674.003,14.85,13.77
674.014,17.23,674.014,17.23,674.014,7.85,14.10333333
674.025,2.23,674.025,2.23,674.025,14.85,6.436666667
674.036,6.23,674.036,6.23,674.036,-10.15,0.77
674.047,6.23,674.047,6.23,674.047,-0.15,4.103333333
674.058,7.23,674.058,7.23,674.058,11.85,8.77
674.069,5.23,674.069,5.23,674.069,-2.15,2.77
674.08,16.23,674.08,16.23,674.08,6.85,13.10333333
674.09,29.23,674.09,29.23,674.09,28.85,29.10333333
674.101,7.23,674.101,7.23,674.101,0.85,5.103333333
674.112,0.23,674.112,0.23,674.112,-20.15,-6.563333333
674.123,5.23,674.123,5.23,674.123,0.85,3.77
674.134,12.23,674.134,12.23,674.134,13.85,12.77
674.145,5.23,674.145,5.23,674.145,2.85,4.436666667
674.156,10.23,674.156,10.23,674.156,5.85,8.77
674.166,9.23,674.166,9.23,674.166,-9.15,3.103333333
674.177,7.23,674.177,7.23,674.177,8.85,7.77
674.188,7.23,674.188,7.23,674.188,4.85,6.436666667
674.199,14.23,674.199,14.23,674.199,-2.15,8.77
674.21,4.23,674.21,4.23,674.21,-13.15,-1.563333333
674.221,1.23,674.221,1.23,674.221,-13.15,-3.563333333
674.232,-0.77,674.232,-0.77,674.232,-9.15,-3.563333333
674.242,0.23,674.242,0.23,674.242,-6.15,-1.896666667
674.253,14.23,674.253,14.23,674.253,9.85,12.77
674.264,26.23,674.264,26.23,674.264,22.85,25.10333333
674.275,21.23,674.275,21.23,674.275,23.85,22.10333333
674.286,5.23,674.286,5.23,674.286,0.85,3.77
674.297,1.23,674.297,1.23,674.297,-11.15,-2.896666667
674.307,-7.77,674.307,-7.77,674.307,-7.15,-7.563333333
674.318,-8.77,674.318,-8.77,674.318,18.85,0.4366666667
674.329,5.23,674.329,5.23,674.329,8.85,6.436666667
674.34,8.23,674.34,8.23,674.34,-0.15,5.436666667
674.351,8.23,674.351,8.23,674.351,8.85,8.436666667
674.361,0.23,674.361,0.23,674.361,-6.15,-1.896666667
674.372,2.23,674.372,2.23,674.372,9.85,4.77
674.383,-0.77,674.383,-0.77,674.383,-10.15,-3.896666667
674.394,-8.77,674.394,-8.77,674.394,4.85,-4.23
674.405,15.23,674.405,15.23,674.405,20.85,17.10333333
674.415,6.23,674.415,6.23,674.415,18.85,10.43666667
674.426,-5.77,674.426,-5.77,674.426,5.85,-1.896666667
674.437,-10.77,674.437,-10.77,674.437,-4.15,-8.563333333
674.448,-2.77,674.448,-2.77,674.448,0.85,-1.563333333
674.459,7.23,674.459,7.23,674.459,10.85,8.436666667
674.469,13.23,674.469,13.23,674.469,12.85,13.10333333
674.48,19.23,674.48,19.23,674.48,2.85,13.77
674.491,1.23,674.491,1.23,674.491,-9.15,-2.23
674.502,-3.77,674.502,-3.77,674.502,-2.15,-3.23
674.512,4.23,674.512,4.23,674.512,-2.15,2.103333333
674.523,0.23,674.523,0.23,674.523,-17.15,-5.563333333
674.534,-15.77,674.534,-15.77,674.534,-18.15,-16.56333333
674.545,-0.77,674.545,-0.77,674.545,1.85,0.1033333333
674.556,7.23,674.556,7.23,674.556,20.85,11.77
674.566,11.23,674.566,11.23,674.566,14.85,12.43666667
674.577,7.23,674.577,7.23,674.577,6.85,7.103333333
674.588,10.23,674.588,10.23,674.588,12.85,11.10333333
674.599,17.23,674.599,17.23,674.599,3.85,12.77
674.609,11.23,674.609,11.23,674.609,-5.15,5.77
674.62,4.23,674.62,4.23,674.62,16.85,8.436666667
674.631,14.23,674.631,14.23,674.631,16.85,15.10333333
674.642,3.23,674.642,3.23,674.642,3.85,3.436666667
674.652,10.23,674.652,10.23,674.652,0.85,7.103333333
674.663,12.23,674.663,12.23,674.663,-1.15,7.77
674.674,21.23,674.674,21.23,674.674,15.85,19.43666667
674.685,27.23,674.685,27.23,674.685,21.85,25.43666667
674.695,36.23,674.695,36.23,674.695,33.85,35.43666667
674.706,10.23,674.706,10.23,674.706,22.85,14.43666667
674.717,11.23,674.717,11.23,674.717,9.85,10.77
674.727,0.23,674.727,0.23,674.727,-11.15,-3.563333333
674.738,-14.77,674.738,-14.77,674.738,-6.15,-11.89666667
674.749,2.23,674.749,2.23,674.749,-6.15,-0.5633333333
674.76,5.23,674.76,5.23,674.76,-3.15,2.436666667
674.77,20.23,674.77,20.23,674.77,5.85,15.43666667
674.781,11.23,674.781,11.23,674.781,1.85,8.103333333
674.792,21.23,674.792,21.23,674.792,14.85,19.10333333
674.802,13.23,674.802,13.23,674.802,21.85,16.10333333
674.813,22.23,674.813,22.23,674.813,15.85,20.10333333
674.824,23.23,674.824,23.23,674.824,29.85,25.43666667
674.835,6.23,674.835,6.23,674.835,5.85,6.103333333
674.845,-6.77,674.845,-6.77,674.845,0.85,-4.23
674.856,8.23,674.856,8.23,674.856,-0.15,5.436666667
674.867,13.23,674.867,13.23,674.867,4.85,10.43666667
674.877,13.23,674.877,13.23,674.877,3.85,10.10333333
674.888,8.23,674.888,8.23,674.888,-6.15,3.436666667
674.899,3.23,674.899,3.23,674.899,2.85,3.103333333
674.909,20.23,674.909,20.23,674.909,6.85,15.77
674.92,28.23,674.92,28.23,674.92,8.85,21.77
674.931,18.23,674.931,18.23,674.931,21.85,19.43666667
674.941,-3.77,674.941,-3.77,674.941,16.85,3.103333333
674.952,10.23,674.952,10.23,674.952,8.85,9.77
674.963,30.23,674.963,30.23,674.963,14.85,25.10333333
674.973,18.23,674.973,18.23,674.973,18.85,18.43666667
674.984,11.23,674.984,11.23,674.984,29.85,17.43666667
674.995,31.23,674.995,31.23,674.995,14.85,25.77
675.005,11.23,675.005,11.23,675.005,11.85,11.43666667
675.016,-1.77,675.016,-1.77,675.016,3.85,0.1033333333
675.027,5.23,675.027,5.23,675.027,-4.15,2.103333333
675.037,13.23,675.037,13.23,675.037,5.85,10.77
675.048,15.23,675.048,15.23,675.048,12.85,14.43666667
675.059,20.23,675.059,20.23,675.059,11.85,17.43666667
675.069,22.23,675.069,22.23,675.069,9.85,18.10333333
675.08,28.23,675.08,28.23,675.08,24.85,27.10333333
675.091,-5.77,675.091,-5.77,675.091,3.85,-2.563333333
675.101,0.23,675.101,0.23,675.101,-1.15,-0.23
675.112,9.23,675.112,9.23,675.112,3.85,7.436666667
675.123,10.23,675.123,10.23,675.123,27.85,16.10333333
675.133,20.23,675.133,20.23,675.133,18.85,19.77
675.144,6.23,675.144,6.23,675.144,22.85,11.77
675.154,13.23,675.154,13.23,675.154,5.85,10.77
675.165,13.23,675.165,13.23,675.165,2.85,9.77
675.176,20.23,675.176,20.23,675.176,9.85,16.77
675.186,22.23,675.186,22.23,675.186,11.85,18.77
675.197,24.23,675.197,24.23,675.197,13.85,20.77
675.208,6.23,675.208,6.23,675.208,16.85,9.77
675.218,21.23,675.218,21.23,675.218,29.85,24.10333333
675.229,16.23,675.229,16.23,675.229,19.85,17.43666667
675.239,22.23,675.239,22.23,675.239,3.85,16.10333333
675.25,9.23,675.25,9.23,675.25,-4.15,4.77
675.261,18.23,675.261,18.23,675.261,11.85,16.10333333
675.271,3.23,675.271,3.23,675.271,10.85,5.77
675.282,10.23,675.282,10.23,675.282,8.85,9.77
675.292,5.23,675.292,5.23,675.292,16.85,9.103333333
675.303,9.23,675.303,9.23,675.303,19.85,12.77
675.314,6.23,675.314,6.23,675.314,15.85,9.436666667
675.324,17.23,675.324,17.23,675.324,2.85,12.43666667
675.335,3.23,675.335,3.23,675.335,9.85,5.436666667
675.345,8.23,675.345,8.23,675.345,9.85,8.77
675.356,7.23,675.356,7.23,675.356,7.85,7.436666667
675.366,-8.77,675.366,-8.77,675.366,-10.15,-9.23
675.377,-13.77,675.377,-13.77,675.377,-6.15,-11.23
675.388,6.23,675.388,6.23,675.388,0.85,4.436666667
675.398,9.23,675.398,9.23,675.398,1.85,6.77
675.409,9.23,675.409,9.23,675.409,3.85,7.436666667
675.419,3.23,675.419,3.23,675.419,2.85,3.103333333
675.43,9.23,675.43,9.23,675.43,22.85,13.77
675.44,19.23,675.44,19.23,675.44,23.85,20.77
675.451,9.23,675.451,9.23,675.451,6.85,8.436666667
675.462,1.23,675.462,1.23,675.462,11.85,4.77
675.472,5.23,675.472,5.23,675.472,7.85,6.103333333
675.483,27.23,675.483,27.23,675.483,28.85,27.77
675.493,37.23,675.493,37.23,675.493,31.85,35.43666667
675.504,4.23,675.504,4.23,675.504,19.85,9.436666667
675.514,-2.77,675.514,-2.77,675.514,4.85,-0.23
675.525,2.23,675.525,2.23,675.525,0.85,1.77
675.535,-1.77,675.535,-1.77,675.535,-5.15,-2.896666667
675.546,19.23,675.546,19.23,675.546,7.85,15.43666667
675.556,9.23,675.556,9.23,675.556,12.85,10.43666667
675.567,11.23,675.567,11.23,675.567,9.85,10.77
675.578,7.23,675.578,7.23,675.578,10.85,8.436666667
675.588,3.23,675.588,3.23,675.588,6.85,4.436666667
675.599,5.23,675.599,5.23,675.599,12.85,7.77
675.609,-0.77,675.609,-0.77,675.609,2.85,0.4366666667
675.62,7.23,675.62,7.23,675.62,4.85,6.436666667
675.63,0.23,675.63,0.23,675.63,8.85,3.103333333
675.641,9.23,675.641,9.23,675.641,-3.15,5.103333333
675.651,15.23,675.651,15.23,675.651,-0.15,10.10333333
675.662,20.23,675.662,20.23,675.662,15.85,18.77
675.672,7.23,675.672,7.23,675.672,2.85,5.77
675.683,8.23,675.683,8.23,675.683,15.85,10.77
675.693,17.23,675.693,17.23,675.693,9.85,14.77
675.704,7.23,675.704,7.23,675.704,-2.15,4.103333333
675.714,27.23,675.714,27.23,675.714,17.85,24.10333333
675.725,33.23,675.725,33.23,675.725,9.85,25.43666667
675.735,16.23,675.735,16.23,675.735,7.85,13.43666667
675.746,7.23,675.746,7.23,675.746,11.85,8.77
675.756,1.23,675.756,1.23,675.756,-0.15,0.77
675.767,1.23,675.767,1.23,675.767,1.85,1.436666667
675.777,8.23,675.777,8.23,675.777,2.85,6.436666667
675.788,15.23,675.788,15.23,675.788,9.85,13.43666667
675.798,3.23,675.798,3.23,675.798,12.85,6.436666667
675.809,23.23,675.809,23.23,675.809,24.85,23.77
675.819,30.23,675.819,30.23,675.819,22.85,27.77
675.829,10.23,675.829,10.23,675.829,4.85,8.436666667
675.84,6.23,675.84,6.23,675.84,20.85,11.10333333
675.85,28.23,675.85,28.23,675.85,12.85,23.10333333
675.861,12.23,675.861,12.23,675.861,13.85,12.77
675.871,27.23,675.871,27.23,675.871,24.85,26.43666667
675.882,9.23,675.882,9.23,675.882,27.85,15.43666667
675.892,-0.77,675.892,-0.77,675.892,20.85,6.436666667
675.903,8.23,675.903,8.23,675.903,11.85,9.436666667
675.913,12.23,675.913,12.23,675.913,1.85,8.77
675.924,4.23,675.924,4.23,675.924,12.85,7.103333333
675.934,-0.77,675.934,-0.77,675.934,6.85,1.77
675.944,5.23,675.944,5.23,675.944,11.85,7.436666667
675.955,19.23,675.955,19.23,675.955,17.85,18.77
